GEOID,state_alpha,nccpi3corn,nccpi3all,aws0_100,aws0_150,soc0_30,soc0_100,rootznemc,rootznaws,droughty,pctearthmc,pwsl1pomu
31143,NE,0.5668483347873121,0.6261206046312788,179.64119245997614,263.03933675232014,5578.426187986073,10318.262163817222,149.61521047006397,264.20655174676904,0.11274801424528265,87.99191535406284,14.117301376287067
31145,NE,0.360603485949609,0.5500937322472335,209.44422365047365,312.8741651179427,4015.925311192116,7214.240152585009,149.8515126308532,313.50088646660976,0.015694930205874525,93.77334283260032,8.097171395358849
31147,NE,0.6279777364929164,0.6533596104411835,176.0305350075781,259.11540501806644,5578.781951075192,11003.071425953774,142.71557143567938,259.88649972098824,0.08187363691936624,90.41259303063109,44.767956261556044
31149,NE,0.22079176289258193,0.27325649547682496,78.91028414119094,112.19613734932267,3176.12191183871,5295.812689271862,148.5239208368794,110.33499987440449,0.9806604803002862,88.65626872063257,26.910330450680647
31151,NE,0.5846997481336962,0.6203712876561219,182.35736966160673,278.8489467695665,5347.360011129962,10925.090336637468,150.0,278.99789794389346,0.0,88.80371239034278,13.538793440205948
31153,NE,0.819197340329916,0.8274369469585624,175.5683184265577,257.7050710896065,4326.433924410011,9913.870330414013,141.11543903380655,267.71114768085715,0.12285859848357976,80.74062592365907,151.61635774470213
31155,NE,0.6360696934130414,0.6536799868906539,173.5107090848691,264.1799904348756,5164.593331114935,10659.108170028214,149.85793578609,265.5471701600518,0.030003949008893763,88.82367814710021,36.08845710917095
31157,NE,0.10152105644458236,0.2763557106685459,143.34318741804748,208.238630912221,3308.8502932808447,6722.696190083247,133.35105701130715,204.71936900769998,0.27954016508434487,94.89551411216694,32.63627042753215
31159,NE,0.5861507467411525,0.6237444052099476,184.87752007477894,278.7682930090627,5229.494964184429,10501.102678169282,149.99776864244407,279.60197791574564,0.0021177773777186484,88.2394367670288,19.585273261288023
31161,NE,0.12105439099025211,0.24027628755968125,96.96603188650472,134.5866586257415,3230.4120321320697,6099.105130211056,135.7520556136233,129.7148777434636,0.7891538051634273,86.98839138606935,19.958966860786013
